Epoch,Generator Loss,Discriminator Loss
0,5.226778984069824,-0.30675289034843445
1,5.0724334716796875,-0.48242783546447754
2,5.027813911437988,-0.4883168637752533
3,5.377040386199951,-0.9126459956169128
4,5.162222385406494,-0.9188805818557739
5,5.636675834655762,-1.2337143421173096
6,5.1496076583862305,-1.0864393711090088
7,5.521816730499268,-1.3757820129394531
8,5.288998603820801,-1.1047744750976562
9,4.85296630859375,-0.6296170353889465
10,5.064548492431641,-0.8619943857192993
11,4.745848178863525,-0.4010452628135681
12,4.3094162940979,-0.10996055603027344
13,4.4683122634887695,-0.17488712072372437
14,3.9019999504089355,0.35684478282928467
15,3.8502578735351562,0.2865804433822632
16,4.317073822021484,-0.03277027606964111
17,4.637783050537109,0.09597980976104736
18,4.321077823638916,0.21092748641967773
19,4.404460430145264,-0.13311749696731567
