Epoch,Generator Loss,Discriminator Loss
0,5.369627475738525,-0.39516469836235046
1,5.174753665924072,-0.6246131062507629
2,4.920584678649902,-0.8990095853805542
3,4.901017665863037,-1.1172261238098145
4,4.868442535400391,-1.2371855974197388
5,4.966524124145508,-1.1470953226089478
6,4.794343948364258,-0.8978021144866943
7,4.599274635314941,-0.6854373216629028
8,3.9203150272369385,-0.5889787077903748
9,4.045314788818359,-0.4147847890853882
10,3.6715924739837646,-0.202933669090271
11,4.093890190124512,-0.12104511260986328
12,4.150389671325684,0.025069117546081543
13,3.846696376800537,-0.0472487211227417
14,3.9841079711914062,-0.16561400890350342
15,3.5809121131896973,0.03543245792388916
16,3.5168111324310303,-0.023133277893066406
17,3.195408344268799,-0.03722202777862549
18,3.2993946075439453,0.14500105381011963
19,3.6669201850891113,-0.06628382205963135
20,3.9619410037994385,-0.12536048889160156
21,3.515989303588867,0.24036717414855957
22,3.279937267303467,-0.059003591537475586
23,3.5267415046691895,-0.030663728713989258
24,3.244706153869629,0.136871337890625
25,3.3010029792785645,-0.13803493976593018
26,3.381964683532715,-0.0992201566696167
27,3.7364463806152344,0.14694750308990479
28,3.5425806045532227,-0.14170300960540771
29,3.1301381587982178,0.0024394989013671875
30,2.955087184906006,-0.17639625072479248
31,2.6780571937561035,-0.09038317203521729
32,3.053022623062134,-0.047788143157958984
33,2.953597068786621,-0.11076152324676514
34,2.9996390342712402,0.047008395195007324
35,2.873197078704834,-0.05422091484069824
36,3.208132743835449,-0.005630970001220703
37,2.671276569366455,-0.0823894739151001
38,2.791377067565918,-0.03953397274017334
39,2.9731783866882324,-0.004697442054748535
40,3.043790340423584,-0.06719344854354858
41,3.029259204864502,-0.043643295764923096
42,2.8108296394348145,0.06949985027313232
43,2.9085893630981445,-0.12434756755828857
44,2.7990803718566895,-0.1062348484992981
45,2.5170111656188965,0.0022934675216674805
46,2.5988454818725586,-0.046369075775146484
47,2.6444942951202393,-0.01763969659805298
48,2.6558034420013428,-0.03394514322280884
49,2.520641326904297,0.05653738975524902
50,2.2123892307281494,-0.010716021060943604
51,1.9466177225112915,-0.10775333642959595
52,2.0018703937530518,-0.03957545757293701
53,2.382800340652466,-0.055255889892578125
54,1.9415333271026611,0.017860591411590576
55,2.064761161804199,-0.08966130018234253
56,1.7664806842803955,-0.013698458671569824
57,1.502866268157959,-0.012926280498504639
58,1.7954535484313965,-0.17757511138916016
59,1.2739101648330688,-0.14197629690170288
60,1.544196605682373,-0.13758119940757751
61,1.7135764360427856,-5.638599395751953e-05
62,1.3472838401794434,-0.011335313320159912
63,1.264559268951416,-0.06912383437156677
64,0.7062215209007263,-0.18326926231384277
65,0.82013338804245,-0.012414693832397461
66,0.9024417996406555,0.06336617469787598
67,0.8997761607170105,-0.05894693732261658
68,0.6362228393554688,0.12635961174964905
69,0.5912866592407227,0.03941360116004944
70,0.6483086347579956,-0.003675609827041626
71,0.5270434021949768,-0.07373464107513428
72,0.5526982545852661,0.11716249585151672
73,0.4899437129497528,-0.051801592111587524
74,0.43139177560806274,0.02954620122909546
75,0.21460646390914917,0.10172325372695923
76,0.28810232877731323,-0.03055909276008606
77,0.3302198350429535,-0.13052988052368164
78,0.20011135935783386,0.0434173047542572
79,0.21506226062774658,-0.05127793550491333
80,0.26134350895881653,-0.008442968130111694
81,0.23838824033737183,0.018931686878204346
82,0.16909635066986084,-0.03830525279045105
83,0.22135646641254425,-0.060295164585113525
84,0.10414651036262512,0.02856433391571045
85,0.0014983117580413818,0.14678126573562622
86,-0.0022484958171844482,-0.15416032075881958
87,-0.06806746125221252,-0.08595207333564758
88,0.29308173060417175,0.10758118331432343
89,-0.046963006258010864,0.05761270225048065
90,-0.10617572069168091,-0.049728959798812866
91,-0.31833523511886597,0.14436808228492737
92,-0.40968942642211914,0.012835323810577393
93,-0.31102025508880615,-0.12958014011383057
94,-0.12826420366764069,0.018602967262268066
95,0.03191027045249939,-0.07027220726013184
96,-0.10766924917697906,-0.039339497685432434
97,-0.32442861795425415,0.02201145887374878
98,-0.5080556273460388,-0.05434012413024902
99,-0.48352891206741333,-0.06745237112045288
100,-0.32908183336257935,-0.05506235361099243
101,-0.3133464455604553,0.021876662969589233
102,-0.2562556266784668,-0.07625746726989746
103,-0.33248579502105713,0.03424862027168274
104,-0.24438482522964478,-0.08025893568992615
105,-0.21368204057216644,-0.17421922087669373
106,-0.3556196689605713,0.060939133167266846
107,-0.21013326942920685,-0.07279911637306213
108,-0.2559073567390442,-0.09994715452194214
109,-0.39364171028137207,0.0788479745388031
110,-0.3726191818714142,-0.0995570719242096
111,-0.28778600692749023,0.003643214702606201
112,-0.31903916597366333,0.03243070840835571
113,-0.374203622341156,-0.07126238942146301
114,-0.46965545415878296,0.01954558491706848
115,-0.4500194787979126,0.16185486316680908
116,-0.24686744809150696,-0.18942230939865112
117,-0.3262748122215271,0.0022205710411071777
118,-0.4075399339199066,-0.03145956993103027
119,-0.3268281817436218,0.0848073661327362
120,-0.34881913661956787,0.03773882985115051
121,-0.2246677726507187,0.05928260087966919
122,-0.38131940364837646,-0.055472224950790405
123,-0.41995957493782043,-0.07204002141952515
124,-0.601061999797821,-0.03984689712524414
125,-0.5201348662376404,-0.07987534999847412
126,-0.3581579625606537,0.07096365094184875
127,-0.31578460335731506,-0.15773794054985046
128,-0.3844098746776581,-0.0318903923034668
129,-0.3540510833263397,0.033484816551208496
130,-0.31650471687316895,-0.19100454449653625
131,-0.46195852756500244,-0.014169305562973022
132,-0.4130818843841553,-0.18085244297981262
133,-0.41983604431152344,-0.17308205366134644
134,-0.550589919090271,-0.02800041437149048
135,-0.3769800364971161,-0.06578829884529114
136,-0.5414832830429077,-0.11369103193283081
137,-0.5329362154006958,0.009019076824188232
138,-0.5107771754264832,-0.0553475022315979
139,-0.41002708673477173,0.05896806716918945
140,-0.2846798002719879,-0.06619244813919067
141,-0.24159669876098633,-0.1126871109008789
142,-0.4931904971599579,0.1619151532649994
143,-0.5219852924346924,0.01394355297088623
144,-0.6774828433990479,-0.06540393829345703
145,-0.7023003101348877,0.1027182936668396
146,-0.5314928889274597,-0.2126571238040924
147,-0.2286374419927597,-0.14526647329330444
148,-0.10822198539972305,-0.18677453696727753
149,-0.1959381252527237,0.0654950737953186
150,-0.3391907215118408,-0.1986827552318573
151,-0.7218620181083679,-0.16546630859375
152,-0.8281883001327515,-0.21797949075698853
153,-0.3588671088218689,-0.009884297847747803
154,-0.32972532510757446,-0.11550475656986237
155,-0.3945484161376953,-0.13158929347991943
156,-0.4961968660354614,-0.17140883207321167
157,-0.7048747539520264,-0.24151021242141724
158,-0.9374925494194031,-0.017916858196258545
159,-0.5092361569404602,0.23766523599624634
160,-0.36417099833488464,-0.16451102495193481
161,-0.2485097348690033,-0.16372479498386383
162,-0.4876219630241394,-0.0045011043548583984
163,-0.7551127076148987,-0.1579045057296753
164,-0.6580334305763245,-0.023542821407318115
165,-0.703453779220581,-0.11292797327041626
166,-0.4656490385532379,-0.00763016939163208
167,-0.2075532078742981,-0.17607128620147705
168,-0.25827130675315857,-0.01814451813697815
169,-0.450472891330719,0.10364297032356262
170,-0.8202637434005737,-0.06859534978866577
171,-0.9573662281036377,-0.14935767650604248
172,-0.7249030470848083,-0.09808331727981567
173,-0.4417590796947479,-0.05211919546127319
174,-0.2825608253479004,-0.06829485297203064
175,-0.36020204424858093,0.0892484039068222
176,-0.5750582814216614,0.13599234819412231
177,-0.9146897196769714,-0.03545325994491577
178,-0.6405259370803833,-0.08289694786071777
179,-0.4970952272415161,-0.00033032894134521484
180,-0.29590556025505066,-0.06395986676216125
181,-0.43907812237739563,-0.19462889432907104
182,-0.8300649523735046,-0.08182227611541748
183,-0.8592594265937805,0.15453118085861206
184,-0.790174663066864,0.0916258692741394
185,-0.4331812262535095,-0.013772964477539062
186,-0.28076106309890747,-0.043814390897750854
187,-0.5425736904144287,0.05872395634651184
188,-0.7905277609825134,-0.04347562789916992
189,-0.8405029773712158,0.026893258094787598
190,-0.7823371291160583,-0.08291667699813843
191,-0.44942522048950195,0.021551072597503662
192,-0.3907768726348877,-0.02565896511077881
193,-0.5308507680892944,-0.08003515005111694
194,-0.6223752498626709,-0.4255492687225342
195,-0.862412691116333,-0.09122759103775024
196,-0.6091952919960022,-0.0423121452331543
197,-0.3481616973876953,-0.15342438220977783
198,-0.481527179479599,0.06890058517456055
199,-0.6831867098808289,0.07285082340240479
200,-0.8353553414344788,-0.08893793821334839
201,-0.7322115302085876,-0.0012630224227905273
202,-0.38480275869369507,0.1381407380104065
203,-0.2848224639892578,-0.14050546288490295
204,-0.4209956228733063,-0.1251600980758667
205,-0.7740439772605896,-0.20250177383422852
206,-0.9889513254165649,-0.03644764423370361
207,-0.759381890296936,-0.14105337858200073
208,-0.564453125,-0.19121450185775757
209,-0.5581231713294983,-0.011026084423065186
210,-0.5563035607337952,-0.005904555320739746
211,-0.7172924280166626,-0.13748252391815186
212,-0.8660279512405396,0.0922279953956604
213,-0.7446509003639221,-0.24795454740524292
214,-0.4318792521953583,-0.021685898303985596
215,-0.5587605237960815,0.057488858699798584
216,-0.530809760093689,-0.08704131841659546
217,-0.7527092695236206,-0.031906843185424805
218,-0.5172926187515259,-0.04795914888381958
219,-0.2547823190689087,-0.1717568039894104
220,-0.35411104559898376,-0.03829771280288696
221,-0.6028967499732971,-0.0023345947265625
222,-0.5927238464355469,-0.052604734897613525
223,-0.608045220375061,-0.1874781847000122
224,-0.5608437657356262,-0.030926406383514404
225,-0.6730433106422424,0.04495954513549805
226,-0.6040958762168884,0.03836601972579956
227,-0.6927371025085449,-0.03930068016052246
228,-0.5144915580749512,0.003280460834503174
229,-0.4158817231655121,-0.1147032380104065
230,-0.19409365952014923,-0.035894766449928284
231,-0.2747628092765808,-0.22124147415161133
232,-0.5175876617431641,-0.30536898970603943
233,-0.57335364818573,-0.0757794976234436
234,-0.4502016007900238,-0.07555931806564331
235,-0.47801557183265686,0.06250926852226257
236,-0.4655214250087738,-0.05408960580825806
237,-0.3659684956073761,-0.19427824020385742
238,-0.5470961332321167,0.08079516887664795
239,-0.5041747093200684,-0.030170083045959473
240,-0.5764061808586121,0.05250924825668335
241,-0.5512980222702026,-0.08776688575744629
242,-0.43404531478881836,0.27763739228248596
243,-0.4957159161567688,-0.11948812007904053
244,-0.5424022674560547,-0.022975265979766846
245,-0.5858831405639648,-0.06607866287231445
246,-0.575908362865448,-0.02958846092224121
247,-0.5691381096839905,0.15464454889297485
248,-0.5916288495063782,0.010831177234649658
249,-0.6117568612098694,-0.12903732061386108
250,-0.5932921767234802,0.009561598300933838
251,-0.5630358457565308,-0.2220173478126526
252,-0.5256791114807129,0.18320158123970032
253,-0.6148546934127808,0.12939685583114624
254,-0.5631736516952515,-0.030197620391845703
255,-0.8128215074539185,-0.12798625230789185
256,-0.6298540830612183,-0.16204696893692017
257,-0.7289919853210449,0.09858030080795288
258,-0.4696676433086395,-0.03012949228286743
259,-0.6064144968986511,0.13353490829467773
260,-0.6442980766296387,-0.13433396816253662
261,-0.8936982154846191,-0.0013515949249267578
262,-0.7498433589935303,-0.249423086643219
263,-0.7528918385505676,0.006589055061340332
264,-0.6570400595664978,0.2030894160270691
265,-0.6204736828804016,-0.10269051790237427
266,-0.4991239905357361,-0.00791323184967041
267,-0.7272663116455078,-0.10383963584899902
268,-0.5991013050079346,-0.20752131938934326
269,-0.8790062069892883,-0.07394766807556152
270,-0.7750060558319092,-0.12008702754974365
271,-0.5709198117256165,-0.08752429485321045
272,-0.46207883954048157,-0.052812814712524414
273,-0.6015536785125732,0.10513356328010559
274,-0.603757381439209,-0.03764456510543823
275,-0.6254057288169861,-0.18236196041107178
276,-0.6233008503913879,0.08326971530914307
277,-0.7238159775733948,0.048888564109802246
278,-0.41316044330596924,-0.10273796319961548
279,-0.6636489033699036,-0.09078860282897949
280,-0.6451730728149414,-0.09551602602005005
281,-0.2818973660469055,-0.19182193279266357
282,-0.6141605377197266,-0.12152695655822754
283,-0.6792920827865601,-0.10803642868995667
284,-0.3196853697299957,-0.09776115417480469
285,-0.32457736134529114,0.052023231983184814
286,-0.38927292823791504,-0.04755997657775879
287,-0.5732323527336121,0.11541587114334106
288,-0.6823052763938904,0.1540239453315735
289,-0.5215535163879395,-0.042580366134643555
290,-0.41322028636932373,-0.006832003593444824
291,-0.3788489103317261,0.030072569847106934
292,-0.44251304864883423,-0.20475995540618896
293,-0.5098674893379211,0.07627791166305542
294,-0.2581092417240143,0.13360688090324402
295,-0.39654162526130676,0.21300476789474487
296,-0.5022918581962585,0.018241524696350098
297,-0.5474408864974976,-0.28722086548805237
298,-0.4356797933578491,-0.06545093655586243
299,-0.6906378865242004,-0.13863590359687805
300,-0.5193725228309631,-0.10242527723312378
301,-0.6694004535675049,-0.04894259572029114
302,-0.5369599461555481,0.2167266607284546
303,-0.3696325421333313,-0.08509165048599243
304,-0.6747890114784241,0.09835845232009888
305,-0.7162371277809143,0.29760468006134033
306,-0.5930999517440796,0.05715829133987427
307,-0.7343223690986633,0.05510568618774414
308,-0.4681738317012787,0.07518753409385681
309,-0.3413727879524231,0.02749335765838623
310,-0.42748019099235535,-0.020941436290740967
311,-0.514695942401886,-0.1517145335674286
312,-0.6347765326499939,0.032605648040771484
313,-0.5357888340950012,-0.13775771856307983
314,-0.23904770612716675,0.23047465085983276
315,-0.430041640996933,0.10987481474876404
316,-0.6622084975242615,-0.15552085638046265
317,-0.5144840478897095,-0.13311117887496948
318,-0.5684030055999756,0.03744238615036011
319,-0.3836454451084137,0.12455946207046509
320,-0.33951032161712646,-0.06859362125396729
321,-0.43193092942237854,-0.14040648937225342
322,-0.5038698315620422,-0.1371573805809021
323,-0.5423505306243896,0.0023841261863708496
324,-0.535613477230072,-0.01160353422164917
325,-0.5379943251609802,0.08528381586074829
326,-0.6244595646858215,0.14902189373970032
327,-0.5108017921447754,-0.08815273642539978
328,-0.6504126191139221,0.2473796010017395
329,-0.6113875508308411,-0.1770886778831482
330,-0.7557110786437988,-0.25570833683013916
331,-0.5701674222946167,0.1092832088470459
332,-0.4966811537742615,0.00238037109375
333,-0.4898098111152649,0.15148991346359253
334,-0.5829777717590332,0.05708050727844238
335,-0.45830240845680237,-0.15744313597679138
336,-0.6384250521659851,-0.20698052644729614
337,-0.42806416749954224,-0.1666354537010193
338,-0.5371023416519165,-0.035268306732177734
339,-0.7283881902694702,-0.1903887391090393
340,-0.6494749784469604,-0.07612442970275879
341,-0.7471947073936462,5.6862831115722656e-05
342,-0.8342713713645935,-0.08903992176055908
343,-0.5894095301628113,-0.1426023244857788
344,-0.5625231266021729,-0.0313723087310791
345,-0.5638763904571533,0.1514851450920105
346,-0.7194175124168396,0.07466894388198853
347,-0.9030817747116089,0.03885006904602051
348,-0.7213956117630005,-0.0344012975692749
349,-0.8008936047554016,0.07349079847335815
350,-0.6367185711860657,-0.1569056510925293
351,-0.7773531079292297,0.006928980350494385
352,-0.406648188829422,-0.15450099110603333
353,-0.5081479549407959,0.19893676042556763
354,-0.5977274179458618,0.09669363498687744
355,-0.5028463006019592,0.069019615650177
356,-0.6975459456443787,-0.08573555946350098
357,-0.7200633883476257,-0.09340780973434448
358,-0.7828538417816162,-0.034300148487091064
359,-0.824364185333252,-0.1101871132850647
360,-0.5617727041244507,-0.013465523719787598
361,-0.42836782336235046,-0.04087340831756592
362,-0.5281509160995483,-0.14417988061904907
363,-0.6324894428253174,-0.07127654552459717
364,-0.8992012739181519,0.053712666034698486
365,-0.9898316264152527,0.044319748878479004
366,-0.7738317251205444,0.16696298122406006
367,-0.7212814688682556,0.01372438669204712
368,-0.5510133504867554,-0.2502676248550415
369,-0.5370950698852539,-0.1550406813621521
370,-0.575468122959137,0.10126990079879761
371,-0.7751205563545227,0.03820335865020752
372,-0.6155866384506226,0.0012809038162231445
373,-0.6312335729598999,-0.24146485328674316
374,-0.6829029321670532,-0.16281747817993164
375,-0.5723053812980652,0.07656359672546387
376,-0.3660605549812317,0.1510353684425354
377,-0.5191525816917419,0.06499546766281128
378,-0.6483762264251709,0.024426698684692383
379,-0.8313791751861572,-0.17797106504440308
380,-0.8453161716461182,-0.118202805519104
381,-0.6643586158752441,-0.029903829097747803
382,-0.5605447888374329,-0.10512322187423706
383,-0.6996656656265259,-0.06496703624725342
384,-0.6538793444633484,0.25318145751953125
385,-0.5043269395828247,-0.16262829303741455
386,-0.7465229630470276,-0.33466747403144836
